location,year,gni_pc_usa,iso3,gni_pc_ppp,who_region,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_STROKE_SECONDARY,Secondary prevention of stroke,clinical,htncov2_aspirational,959793.497483951,959619.483812415,174.013671535844,2468.11750745458,1905.17709610713,66.7310609660413,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,166698803.209191,241034881.882306,385655811.01169,385655811.01169,275735650.413253,166698803.209191,63032985.8612484,91141316.0098645,145826105.615783,145826105.615783,104262544.297513,63032985.8612484,1,1,1,1,1,1,13851.4910785419,166698803.209191,63032985.8612484,275735650.413253,104262544.297513,166698803.209191,63032985.8612484,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,I_T2D_TREATMENT,Longitudinal treatment of type 2 diabetes,clinical,htncov2_aspirational,959793.497483951,958780.606325972,1012.8911579788,13340.8671099622,10267.2502260996,69.1749048278983,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,970313092.793159,1403005283.82773,2244808454.12437,2244808454.12437,1604989997.49907,970313092.793159,340710961.037789,492644366.178765,788230985.886024,788230985.886024,563568283.85136,340710961.037789,1,1,1,1,1,1,13851.4910785419,970313092.793159,340710961.037789,1604989997.49907,563568283.85136,970313092.793159,340710961.037789,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,all,All selected interventions (combined),clinical,htncov2_aspirational,959793.497483951,956560.892341016,3232.60514293546,47664.7219521811,36096.3697852634,66.3937817025073,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,3096718802.719,4477640129.78192,7164224207.65107,7164224207.65107,5122266967.5867,3096718802.719,1217304174.46401,1760137219.09309,2816219550.54894,2816219550.54894,2013536701.13269,1217304174.46401,1,1,1,1,1,1,13851.4910785419,3096718802.719,1217304174.46401,5122266967.5867,2013536701.13269,3096718802.719,1217304174.46401,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,all_clinical_public_health,All clinical + public-health interventions (combined),clinical_public_health,htncov2_aspirational,959793.497483951,956560.892341015,3232.60514293569,47664.7219521888,36096.369785268,66.3937817025056,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,3096718802.71922,4477640129.78223,7164224207.65157,7164224207.65157,5122266967.58706,3096718802.71922,1217304174.46421,1760137219.09337,2816219550.54939,2816219550.54939,2013536701.13301,1217304174.46421,1,1,1,1,1,1,13851.4910785419,3096718802.71922,1217304174.46421,5122266967.58706,2013536701.13301,3096718802.71922,1217304174.46421,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2025,74136.3707949527,IDN,13851.4910785419,South-East Asia,all_public_health,All selected public-health interventions (combined),public_health,htncov2_aspirational,959793.497483951,959793.497483951,2.43056658133511e-10,7.19933224146985e-09,4.4049321724811e-09,47.6251506930596,285721235.5,37,197565112.5,37.3332701313852,37.51,22.3343018138425,3957665144478.22,957963.829726182,957963.829726182,277029.821570838,1385149.10785419,2216238.5725667,2216238.5725667,957963.829726182,1584563.14368642,69.1596178558867,25538.8917548969,36927.4622195199,59083.9395512318,59083.9395512318,42243.752164394,25538.8917548969,0.000232839487066026,0.000336669713171654,0.000538671541074647,0.000538671541074647,0.000385138622305952,0.000232839487066026,0.000183862966822438,0.000265853069352649,0.000425364910964238,0.000425364910964239,0.000304126806957784,0.000183862966822438,1,1,1,1,1,1,13851.4910785419,0.000232839487066026,0.000183862966822438,0.000385138622305952,0.000304126806957784,0.000232839487066026,0.000183862966822438,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_CVD_PRIMARY,Primary prevention of CVD,clinical,htncov2_aspirational,980780.305058052,979180.665263244,1599.63979480752,20548.469765244,16207.4418966994,68.8441156112274,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,1607911766.81389,2298698448.98177,3677917518.37083,3677917518.37083,2641594043.50778,1607911766.81389,549498884.396212,785573101.303753,1256916962.08601,1256916962.086,902756612.579237,549498884.396212,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,1561079385.2562,533494062.520594,2564654411.1726,876462730.659453,1561079385.2562,533494062.520594,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_HF_ACUTE,Acute heart-failure management,clinical,htncov2_aspirational,980780.305058052,980099.210976816,681.094081235176,8743.29521330726,6741.92461188555,69.947302737342,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,684616118.628825,978739034.392645,1565982455.02823,1565982455.02823,1124737002.60485,684616118.628825,233809671.500959,334258346.962144,534813355.13943,534813355.13943,384119482.361454,233809671.500959,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,664675843.328956,226999681.068892,1091977672.43189,372931536.273257,664675843.328956,226999681.068892,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_HF_CHRONIC,Chronic heart-failure management,clinical,htncov2_aspirational,980780.305058052,980285.238288421,495.066769630991,7673.07576846022,5786.13379929076,64.9400613531389,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,497626832.510749,711415919.500869,1138265471.20139,1138265471.20139,817537444.392738,497626832.510749,205190295.08407,293343591.850495,469349746.960793,469349746.960793,337101495.534002,205190295.08407,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,483132847.097815,199213878.722398,793725674.167706,327283005.372818,483132847.097815,199213878.722398,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_IHD_ACUTE,Treatment of acute coronary syndromes,clinical,htncov2_aspirational,980780.305058052,978890.778419087,1889.52663896415,31025.9417120357,23138.3375353258,63.5683982848776,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,1899297658.36085,2715268755.12575,4344430008.20119,4344430008.20119,3120303915.13082,1899297658.36085,829683210.130907,1186129455.38254,1897807128.61206,1897807128.61206,1363063739.63734,829683210.130907,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,1843978309.0882,805517679.738745,3029421276.82604,1323362854.01683,1843978309.0882,805517679.738745,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_IHD_SECONDARY,Secondary prevention of ischemic heart disease,clinical,htncov2_aspirational,980780.305058052,979819.534582474,960.770475577941,15776.1387363604,11765.3812375773,63.5678903687058,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,965738760.628316,1380636821.6191,2209018914.59057,2209018914.59057,1586585663.66199,965738760.628316,421879134.298008,603125701.101266,965001121.762025,965001121.762025,693093633.147613,421879134.298008,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,937610447.211958,409591392.522338,1540374430.7398,672906439.949139,937610447.211958,409591392.522338,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOBACCO_POLICY,Tobacco policy package,public_health,htncov2_aspirational,980780.305058052,977238.882947913,3541.42211013835,59559.8955554133,43247.9640441042,63.9370312738754,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,3559735323.30852,5089059135.80645,8142494617.29032,8142494617.29032,5848191312.85358,3559735323.30852,1592726686.52978,2276989595.78648,3643183353.25837,3643183353.25837,2616646892.51568,1592726686.52978,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,3456053711.95002,1546336588.86387,5677855643.54716,2540433876.22881,3456053711.95002,1546336588.86387,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOBACCO_TAX,Tobacco tax,public_health,htncov2_aspirational,980780.305058052,973033.97623741,7746.32882064202,130303.033841446,94611.1034545001,63.9329258464862,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,7786386223.16757,11131552305.1583,17810483688.2533,17810483688.2533,12792039894.2831,7786386223.16757,3484511136.22213,4981517337.96014,7970427740.73623,7970427740.73623,5724607563.64769,3484511136.22213,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,7559598274.91997,3383020520.60401,12419456208.0418,5557871421.01717,7559598274.91997,3383020520.60401,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOB_AD_BAN,Tobacco advertising ban,public_health,htncov2_aspirational,980780.305058052,979893.570852621,886.734205430073,14919.5962129784,10832.3998843018,63.9266056528355,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,891319638.068232,1274245957.93233,2038793532.69174,2038793532.69173,1464324532.83681,891319638.068232,398973819.867615,570379867.753136,912607788.405018,912607788.405017,655463121.689951,398973819.867615,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,865358871.910905,387353223.172441,1421674303.72505,636371962.805778,865358871.910905,387353223.172441,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOB_CLEAN_AIR,Smoke-free / clean-air law,public_health,htncov2_aspirational,980780.305058052,979560.98566825,1219.31938980125,20515.2118902932,14895.139940626,63.926911495911,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,1225624669.20978,1752174207.74831,2803478732.3973,2803478732.3973,2013545079.14083,1225624669.20978,548609515.728296,784301644.486467,1254882631.17835,1254882631.17835,901295493.241635,548609515.728296,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,1189926863.31047,532630597.794462,1954898135.08819,875044168.195763,1189926863.31047,532630597.794462,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_PH_TOB_MEDIA,Tobacco mass-media campaign,public_health,htncov2_aspirational,980780.305058052,979339.244065564,1441.06099248753,24245.8548663642,17603.8121883828,63.9271154413043,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,1448512930.24754,2070819117.57379,3313310588.11806,3313310588.11806,2379722076.45942,1448512930.24754,648372864.379148,926925051.779116,1483080082.84659,1483080082.84659,1065193956.45065,648372864.379148,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,1406323233.25003,629488217.843833,2310409782.97031,1034168889.75791,1406323233.25003,629488217.843833,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2026,75186.4097436074,IDN,14370.1004216288,South-East Asia,I_STROKE_SECONDARY,Secondary prevention of stroke,clinical,htncov2_aspirational,980780.305058052,980467.570281101,312.734776950985,4556.45886275877,3498.75436737817,66.1931144775534,287886782.5,37,199368163,37.3963393869462,37.5883,22.3597291321767,4136961974584.6,1005171.14667516,1005171.14667516,287402.008432575,1437010.04216288,2299216.0674606,2299216.0674606,1005171.14667516,1651368.04678308,69.9487906961494,26741.5963657616,38230.2482996804,61168.3972794886,61168.3972794886,43933.0335977706,26741.5963657616,314351974.353021,449403015.012132,719044824.019411,719044824.019411,516440217.774689,314351974.353021,121846983.765092,174194553.690547,278711285.904875,278711285.904875,200179060.30444,121846983.765092,0.970873786407767,0.970873786407767,0.930335220273297,0.99009900990099,0.970873786407767,0.952380952380952,13951.5538074066,305196091.604875,118298042.490381,501398269.684164,194348602.237321,305196091.604875,118298042.490381,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
