valuation_type,elasticity_case,who_region,scenario,metric_2026,share_2026,metric_2030,share_2030,metric_2040,share_2040,metric_2050,share_2050,metric_total,share_total
VSL,e1_2_primary,World,I_PH_SALT_MEDIA,0.000378718356022886,9.42913928385192e-17,0.000308304458715726,7.25675281787161e-17,-0.000760519265629997,-1.70605924920808e-16,8.23685948042096e-05,1.90614690217886e-17,0.00476324921777035,4.23281590507972e-17
VSL,e1_2_primary,South-East Asia,I_PH_SALT_POLICY,0.000378718356022886,9.42913928385192e-17,22857561148.0066,0.0053801256057543,67332012407.2673,0.0151044697651484,78839964996.3538,0.0182448851292058,1325304305183.56,0.0117771900767298
VSL,e1_2_primary,World,I_PH_SALT_POLICY,0.000378718356022886,9.42913928385192e-17,22857561148.0066,0.0053801256057543,67332012407.2673,0.0151044697651484,78839964996.3538,0.0182448851292058,1325304305183.56,0.0117771900767298
VSL,e1_2_primary,South-East Asia,I_PH_SALT_REFORM,0.000378718356022886,9.42913928385192e-17,12443422676.4142,0.0029288853929387,36701050283.0941,0.00823308088576236,42897082187.9612,0.00992710152691781,722044576923.455,0.00641638014231132
VSL,e1_2_primary,World,I_PH_SALT_REFORM,0.000378718356022886,9.42913928385192e-17,12443422676.4142,0.0029288853929387,36701050283.0941,0.00823308088576236,42897082187.9612,0.00992710152691781,722044576923.455,0.00641638014231132
VSL,e1_2_primary,South-East Asia,I_PH_TOBACCO_POLICY,5677855643.54716,0.00141364396114393,30954737794.4585,0.00728600817685661,62427730345.0312,0.0140043009527158,60273318612.6251,0.0139482529513328,1113675848941.34,0.00989657402118599
VSL,e1_2_primary,World,I_PH_TOBACCO_POLICY,5677855643.54716,0.00141364396114393,30954737794.4585,0.00728600817685661,62427730345.0312,0.0140043009527158,60273318612.6251,0.0139482529513328,1113675848941.34,0.00989657402118599
VSL,e1_2_primary,South-East Asia,I_PH_TOBACCO_TAX,9294250353.4356,0.00231403573995865,51241628270.8796,0.0120610591198066,104401762689.651,0.0234202604614834,100418840467.719,0.0232385974451702,1853239201045.4,0.0164686330852412
VSL,e1_2_primary,World,I_PH_TOBACCO_TAX,9294250353.4356,0.00231403573995865,51241628270.8796,0.0120610591198066,104401762689.651,0.0234202604614834,100418840467.719,0.0232385974451702,1853239201045.4,0.0164686330852412
VSL,e1_2_primary,South-East Asia,I_PH_TOB_AD_BAN,1421674303.72505,0.000353961322785386,7792375694.07142,0.00183413968488879,15734432592.0736,0.00352967708615659,15136097887.2621,0.00350274593945194,280158599331.207,0.00248960262412867
VSL,e1_2_primary,World,I_PH_TOB_AD_BAN,1421674303.72505,0.000353961322785386,7792375694.07142,0.00183413968488879,15734432592.0736,0.00352967708615659,15136097887.2621,0.00350274593945194,280158599331.207,0.00248960262412867
VSL,e1_2_primary,South-East Asia,I_PH_TOB_CLEAN_AIR,1954898135.08819,0.000486720712327315,10719239548.5973,0.00252305374121909,21656951875.0957,0.00485826523086886,20833322726.6006,0.00482117895440566,385535172483.666,0.00342602147283908
VSL,e1_2_primary,World,I_PH_TOB_CLEAN_AIR,1954898135.08819,0.000486720712327315,10719239548.5973,0.00252305374121909,21656951875.0957,0.00485826523086886,20833322726.6006,0.00482117895440566,385535172483.666,0.00342602147283908
VSL,e1_2_primary,South-East Asia,I_PH_TOB_MEDIA,2310409782.97031,0.000575234215610207,12671919392.2458,0.00298266807883926,25612078293.5393,0.00574551165747756,24637961357.5422,0.00570163590010418,455883342438.031,0.00405116376345278
VSL,e1_2_primary,World,I_PH_TOB_MEDIA,2310409782.97031,0.000575234215610207,12671919392.2458,0.00298266807883926,25612078293.5393,0.00574551165747756,24637961357.5422,0.00570163590010418,455883342438.031,0.00405116376345278
VSL,e1_2_primary,South-East Asia,I_RHD_SECONDARY,47459366.4072331,1.18161945165954e-05,111994251.243799,2.63607799149031e-05,130923751.930427,2.9369890812286e-05,103880626.11134,2.40397124813414e-05,2927198799.05718,2.60122724373833e-05
VSL,e1_2_primary,World,I_RHD_SECONDARY,47459366.4072331,1.18161945165954e-05,111994251.243799,2.63607799149031e-05,130923751.930427,2.9369890812286e-05,103880626.11134,2.40397124813414e-05,2927198799.05718,2.60122724373833e-05
VSL,e1_2_primary,South-East Asia,I_RHD_SURGERY,8862407.82146006,2.20651775679433e-06,21074165.8912751,4.9603568288584e-06,24654277.3751726,5.53064989269033e-06,19171885.211433,4.43669455471081e-06,551992423.457626,4.90522792882258e-06
VSL,e1_2_primary,World,I_RHD_SURGERY,8862407.82146006,2.20651775679433e-06,21074165.8912751,4.9603568288584e-06,24654277.3751726,5.53064989269033e-06,19171885.211433,4.43669455471081e-06,551992423.457626,4.90522792882258e-06
VSL,e1_2_primary,South-East Asia,I_STROKE_SECONDARY,511641814.24174,0.000127386007390582,1369444307.6956,0.000322334580569638,3196769871.85677,0.000717125660577857,4439917922.65789,0.00102747118781371,68441904515.8038,0.000608202444935371
VSL,e1_2_primary,World,I_STROKE_SECONDARY,511641814.24174,0.000127386007390582,1369444307.6956,0.000322334580569638,3196769871.85677,0.000717125660577857,4439917922.65789,0.00102747118781371,68441904515.8038,0.000608202444935371
VSL,e1_2_primary,South-East Asia,I_T2D_TREATMENT,3532563211.73147,0.00087951983374195,11761749195.4379,0.00276843568765227,38069144010.2113,0.00853998290158421,68936177865.5612,0.0159529833183187,843859945093.576,0.00749888077223845
VSL,e1_2_primary,World,I_T2D_TREATMENT,3532563211.73147,0.00087951983374195,11761749195.4379,0.00276843568765227,38069144010.2113,0.00853998290158421,68936177865.5612,0.0159529833183187,843859945093.576,0.00749888077223845
VSL,e1_2_primary,South-East Asia,all,11071818989.0451,0.00275660584476645,53279380298.3339,0.01254069742374,225693507245.687,0.050629420308472,425873121238.358,0.0985541555855525,4943485448385.18,0.0439298110927938
VSL,e1_2_primary,World,all,11071818989.0451,0.00275660584476645,53279380298.3339,0.01254069742374,225693507245.687,0.050629420308472,425873121238.358,0.0985541555855525,4943485448385.18,0.0439298110927938
VSL,e1_2_primary,South-East Asia,all_clinical_public_health,25926852810.687,0.00645513750405914,152927913951.846,0.0359955893964072,428166761722.018,0.096049882896025,620223958522.126,0.143530186475106,8658645244404.58,0.0769442236409257
VSL,e1_2_primary,World,all_clinical_public_health,25926852810.687,0.00645513750405914,152927913951.846,0.0359955893964072,428166761722.018,0.096049882896025,620223958522.126,0.143530186475106,8658645244404.58,0.0769442236409257
VSL,e1_2_primary,South-East Asia,all_public_health,14926548560.9926,0.0037163370396621,102727117533.693,0.0241795173102513,225630853855.494,0.0506153653856497,232930761123.211,0.053904069845135,4163152295902.52,0.0369954550931812
VSL,e1_2_primary,World,all_public_health,14926548560.9926,0.0037163370396621,102727117533.693,0.0241795173102513,225630853855.494,0.0506153653856497,232930761123.211,0.053904069845135,4163152295902.52,0.0369954550931812
VSL,e1_5_sensitivity,South-East Asia,I_CVD_PRIMARY,1435778756.84133,0.000357472978633087,16722905409.1507,0.00393617372438813,101432049119.579,0.0227540699344725,215093333367.593,0.0497761910413227,2262516788102.38,0.0201056392566259
VSL,e1_5_sensitivity,World,I_CVD_PRIMARY,1435778756.84133,0.000357472978633087,16722905409.1507,0.00393617372438813,101432049119.579,0.0227540699344725,215093333367.593,0.0497761910413227,2262516788102.38,0.0201056392566259
VSL,e1_5_sensitivity,South-East Asia,I_HF_ACUTE,633477781.014783,0.000157720114048364,1758181709.05569,0.000413834108162685,4795854176.92648,0.00107584537909383,8439839019.96885,0.00195311975893751,107574117373.056,0.000955947115453954
VSL,e1_5_sensitivity,World,I_HF_ACUTE,633477781.014783,0.000157720114048364,1758181709.05569,0.000413834108162685,4795854176.92648,0.00107584537909383,8439839019.96885,0.00195311975893751,107574117373.056,0.000955947115453954
VSL,e1_5_sensitivity,South-East Asia,I_HF_CHRONIC,750301343.408647,0.000186806257456235,2162261680.43788,0.00050894491139881,5523079109.1224,0.00123898244581887,8396134031.75302,0.00194300569445755,119559446910.047,0.00106245360120014
VSL,e1_5_sensitivity,World,I_HF_CHRONIC,750301343.408647,0.000186806257456235,2162261680.43788,0.00050894491139881,5523079109.1224,0.00123898244581887,8396134031.75302,0.00194300569445755,119559446910.047,0.00106245360120014
VSL,e1_5_sensitivity,South-East Asia,I_IHD_SECONDARY,1436145390.63307,0.000357564261271848,4619629355.8933,0.00108735074690605,12986490113.2666,0.00291323607090144,20045646115.758,0.00463889742644647,278325161513.055,0.00247330995414052
VSL,e1_5_sensitivity,World,I_IHD_SECONDARY,1436145390.63307,0.000357564261271848,4619629355.8933,0.00108735074690605,12986490113.2666,0.00291323607090144,20045646115.758,0.00463889742644647,278325161513.055,0.00247330995414052
VSL,e1_5_sensitivity,South-East Asia,I_PH_SALT_ENV,0.000230522060137973,5.73942239258685e-17,2739003659.59016,0.000644696239804256,8557478669.76035,0.00191968386525377,10455318861.4336,0.00241953546814609,169047690984.861,0.00150222615362684
VSL,e1_5_sensitivity,World,I_PH_SALT_ENV,0.000230522060137973,5.73942239258685e-17,2739003659.59016,0.000644696239804256,8557478669.76035,0.00191968386525377,10455318861.4336,0.00241953546814609,169047690984.861,0.00150222615362684
VSL,e1_5_sensitivity,South-East Asia,I_PH_SALT_FOPL,0.000230522060137973,5.73942239258685e-17,3907949962.76495,0.000919838364405375,12206969840.9808,0.00273836768418453,14918988576.911,0.00345250321765443,241162479456.596,0.00214306733089681
VSL,e1_5_sensitivity,World,I_PH_SALT_FOPL,0.000230522060137973,5.73942239258685e-17,3907949962.76495,0.000919838364405375,12206969840.9808,0.00273836768418453,14918988576.911,0.00345250321765443,241162479456.596,0.00214306733089681
VSL,e1_5_sensitivity,South-East Asia,I_PH_SALT_MEDIA,0.000230522060137973,5.73942239258685e-17,0.000192842274022061,4.53904793087891e-17,-0.000503426475042626,-1.12932759610136e-16,5.70733162643799e-05,1.32077189434901e-17,0.00291253521643168,2.588196591147e-17
VSL,e1_5_sensitivity,World,I_PH_SALT_MEDIA,0.000230522060137973,5.73942239258685e-17,0.000192842274022061,4.53904793087891e-17,-0.000503426475042626,-1.12932759610136e-16,5.70733162643799e-05,1.32077189434901e-17,0.00291253521643168,2.588196591147e-17
VSL,e1_5_sensitivity,South-East Asia,I_PH_SALT_POLICY,0.000230522060137973,5.73942239258685e-17,14297243992.972,0.00336523078731931,44570491762.1484,0.0099984186001621,54628323661.5271,0.0126419068051556,881236867638.105,0.00783102722310896
VSL,e1_5_sensitivity,World,I_PH_SALT_POLICY,0.000230522060137973,5.73942239258685e-17,14297243992.972,0.00336523078731931,44570491762.1484,0.0099984186001621,54628323661.5271,0.0126419068051556,881236867638.105,0.00783102722310896
VSL,e1_5_sensitivity,South-East Asia,I_PH_SALT_REFORM,0.000230522060137973,5.73942239258685e-17,7783273506.75774,0.00183199724673812,24294296291.199,0.0054498959807767,29723449141.6561,0.00687850273980191,480102458719.417,0.00426638462617895
VSL,e1_5_sensitivity,World,I_PH_SALT_REFORM,0.000230522060137973,5.73942239258685e-17,7783273506.75774,0.00183199724673812,24294296291.199,0.0054498959807767,29723449141.6561,0.00687850273980191,480102458719.417,0.00426638462617895
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_POLICY,3456053711.95002,0.000860470883024243,19361971127.1971,0.00455734695249378,41324097432.925,0.00927016077393069,41763468026.3634,0.00966476426991688,738213455552.377,0.0065600633373297
VSL,e1_5_sensitivity,World,I_PH_TOBACCO_POLICY,3456053711.95002,0.000860470883024243,19361971127.1971,0.00455734695249378,41324097432.925,0.00927016077393069,41763468026.3634,0.00966476426991688,738213455552.377,0.0065600633373297
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_TAX,5657316855.22679,0.00140853031685618,32051278666.2644,0.00754410778704506,69108849380.0998,0.0155030644213041,69580357107.4585,0.0161020571576028,1228565516639.3,0.0109175300756099
VSL,e1_5_sensitivity,World,I_PH_TOBACCO_TAX,5657316855.22679,0.00140853031685618,32051278666.2644,0.00754410778704506,69108849380.0998,0.0155030644213041,69580357107.4585,0.0161020571576028,1228565516639.3,0.0109175300756099
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_AD_BAN,865358871.910905,0.000215452702621888,4874076278.81419,0.0011472414936243,10415423112.3412,0.00233647321485086,10487823712.2017,0.00242705763369289,185705318336.268,0.00165025256746822
VSL,e1_5_sensitivity,World,I_PH_TOB_AD_BAN,865358871.910905,0.000215452702621888,4874076278.81419,0.0011472414936243,10415423112.3412,0.00233647321485086,10487823712.2017,0.00242705763369289,185705318336.268,0.00165025256746822
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_CLEAN_AIR,1189926863.31047,0.000296262009837025,6704809067.47024,0.00157815239832514,14335840570.2131,0.00321593344249133,14435438890.7506,0.00334060174130716,255556786655.009,0.00227098096645621
VSL,e1_5_sensitivity,World,I_PH_TOB_CLEAN_AIR,1189926863.31047,0.000296262009837025,6704809067.47024,0.00157815239832514,14335840570.2131,0.00321593344249133,14435438890.7506,0.00334060174130716,255556786655.009,0.00227098096645621
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_MEDIA,1406323233.25003,0.000350139290413223,7926196598.01332,0.00186563793910852,16953940388.5466,0.0038032470862447,17071678398.9219,0.00395067160881513,302189358265.799,0.00268537685838755
VSL,e1_5_sensitivity,World,I_PH_TOB_MEDIA,1406323233.25003,0.000350139290413223,7926196598.01332,0.00186563793910852,16953940388.5466,0.0038032470862447,17071678398.9219,0.00395067160881513,302189358265.799,0.00268537685838755
VSL,e1_5_sensitivity,South-East Asia,I_RHD_SECONDARY,28888039.7346706,7.1923989414233e-06,70051617.7327363,1.64884827321691e-05,86665106.2140959,1.94414280771282e-05,71979033.2940255,1.66571509033712e-05,1916348013.57739,1.70294435178331e-05
VSL,e1_5_sensitivity,World,I_RHD_SECONDARY,28888039.7346706,7.1923989414233e-06,70051617.7327363,1.64884827321691e-05,86665106.2140959,1.94414280771282e-05,71979033.2940255,1.66571509033712e-05,1916348013.57739,1.70294435178331e-05
VSL,e1_5_sensitivity,South-East Asia,I_RHD_SURGERY,5394458.64267112,1.34308520022333e-06,13181742.7828343,3.10266836497464e-06,16319923.129659,3.66101912995661e-06,13284226.4780336,3.07419195497215e-06,361319172.038468,3.21082829869348e-06
VSL,e1_5_sensitivity,World,I_RHD_SURGERY,5394458.64267112,1.34308520022333e-06,13181742.7828343,3.10266836497464e-06,16319923.129659,3.66101912995661e-06,13284226.4780336,3.07419195497215e-06,361319172.038468,3.21082829869348e-06
VSL,e1_5_sensitivity,South-East Asia,I_STROKE_SECONDARY,311431234.30914,7.75385834602997e-05,856577798.266904,0.000201618016722589,2116104957.28623,0.000474702035547074,3076425431.19835,0.000711936244560447,45466773707.9953,0.00040403614025879
VSL,e1_5_sensitivity,World,I_STROKE_SECONDARY,311431234.30914,7.75385834602997e-05,856577798.266904,0.000201618016722589,2116104957.28623,0.000474702035547074,3076425431.19835,0.000711936244560447,45466773707.9953,0.00040403614025879
VSL,e1_5_sensitivity,South-East Asia,I_T2D_TREATMENT,2150235752.20299,0.000535354890466807,7356891531.09774,0.00173163708275446,25199907277.924,0.00565305007166048,47765975499.8958,0.0110538447869727,563878426262.317,0.00501085175705273
VSL,e1_5_sensitivity,World,I_T2D_TREATMENT,2150235752.20299,0.000535354890466807,7356891531.09774,0.00173163708275446,25199907277.924,0.00565305007166048,47765975499.8958,0.0110538447869727,563878426262.317,0.00501085175705273
VSL,e1_5_sensitivity,South-East Asia,all,6739305032.98648,0.0016779182952662,33325878250.4037,0.0078441181781497,149398038849.921,0.0335141945131814,295088090244.963,0.0682883143056323,3311507988539.09,0.0294273993294185
VSL,e1_5_sensitivity,World,all,6739305032.98648,0.0016779182952662,33325878250.4037,0.0078441181781497,149398038849.921,0.0335141945131814,295088090244.963,0.0682883143056323,3311507988539.09,0.0294273993294185
VSL,e1_5_sensitivity,South-East Asia,all_clinical_public_health,15781414942.6979,0.00392917737480799,95655336321.6726,0.0225149884075078,283425408566.835,0.063580314345551,429754061285.38,0.0994522699537479,5772771663042.27,0.0512991838020115
VSL,e1_5_sensitivity,World,all_clinical_public_health,15781414942.6979,0.00392917737480799,95655336321.6726,0.0225149884075078,283425408566.835,0.063580314345551,429754061285.38,0.0994522699537479,5772771663042.27,0.0512991838020115
VSL,e1_5_sensitivity,South-East Asia,all_public_health,9085640213.38742,0.0022620970357671,64255090670.5991,0.0151241182897197,149356565376.73,0.0335048908432112,161398055034.057,0.0373502065140412,2762149215167.4,0.0245455750804424
VSL,e1_5_sensitivity,World,all_public_health,9085640213.38742,0.0022620970357671,64255090670.5991,0.0151241182897197,149356565376.73,0.0335048908432112,161398055034.057,0.0373502065140412,2762149215167.4,0.0245455750804424
VSLY,e1_2_primary,South-East Asia,I_CVD_PRIMARY,806292934.739209,0.000200746762451152,9840713630.19129,0.00231626965964847,56111823690.5996,0.0125874649234533,114133669315.767,0.0264124379829092,1245696281679.51,0.0110697609823151
VSLY,e1_2_primary,World,I_CVD_PRIMARY,806292934.739209,0.000200746762451152,9840713630.19129,0.00231626965964847,56111823690.5996,0.0125874649234533,114133669315.767,0.0264124379829092,1245696281679.51,0.0110697609823151
VSLY,e1_2_primary,South-East Asia,I_HF_ACUTE,355165617.386933,8.84273503493523e-05,1008908825.54816,0.000237473113209916,2571843294.48657,0.00057693700059497,4235375403.14819,0.000980136631378211,57450417200.1244,0.000510527643128407
VSLY,e1_2_primary,World,I_HF_ACUTE,355165617.386933,8.84273503493523e-05,1008908825.54816,0.000237473113209916,2571843294.48657,0.00057693700059497,4235375403.14819,0.000980136631378211,57450417200.1244,0.000510527643128407
VSLY,e1_2_primary,South-East Asia,I_HF_CHRONIC,507630606.933612,0.000126387317155392,1466841771.85749,0.000345259624386862,3658731068.21496,0.000820756588476738,5703616142.15064,0.00131991206920798,80679143544.6139,0.000716947500310946
VSLY,e1_2_primary,World,I_HF_CHRONIC,507630606.933612,0.000126387317155392,1466841771.85749,0.000345259624386862,3658731068.21496,0.000820756588476738,5703616142.15064,0.00131991206920798,80679143544.6139,0.000716947500310946
VSLY,e1_2_primary,South-East Asia,I_IHD_SECONDARY,1030684254.67636,0.000256614585495013,3333346055.71047,0.000784590287259583,9137007261.9016,0.00204968847650896,14452085000.7359,0.00334445392927482,199353185588.592,0.00177153303576816
VSLY,e1_2_primary,World,I_IHD_SECONDARY,1030684254.67636,0.000256614585495013,3333346055.71047,0.000784590287259583,9137007261.9016,0.00204968847650896,14452085000.7359,0.00334445392927482,199353185588.592,0.00177153303576816
VSLY,e1_2_primary,South-East Asia,I_PH_SALT_ENV,0.000423523389965013,1.05446724998667e-16,1421388041.12535,0.000334560898525185,4585639986.85238,0.0010286884062861,5419855374.8258,0.0012542450866788,90246434510.709,0.000801966317337633
VSLY,e1_2_primary,World,I_PH_SALT_ENV,0.000423523389965013,1.05446724998667e-16,1421388041.12535,0.000334560898525185,4585639986.85238,0.0010286884062861,5419855374.8258,0.0012542450866788,90246434510.709,0.000801966317337633
VSLY,e1_2_primary,South-East Asia,I_PH_SALT_FOPL,0.000423523389965013,1.05446724998667e-16,2028030706.45415,0.000477350136455897,6540052972.48619,0.00146711837139038,7730971735.17227,0.0017890760257425,128718224615.38,0.00114384220416803
VSLY,e1_2_primary,World,I_PH_SALT_FOPL,0.000423523389965013,1.05446724998667e-16,2028030706.45415,0.000477350136455897,6540052972.48619,0.00146711837139038,7730971735.17227,0.0017890760257425,128718224615.38,0.00114384220416803
VSLY,e1_2_primary,South-East Asia,I_PH_SALT_MEDIA,0.000423523389965013,1.05446724998667e-16,0.000357053313686707,8.40418478221069e-17,-0.000188521015644132,-4.22905818359965e-17,-1.64344891352446e-05,-3.80321536727706e-18,0.00536322094852159,4.76597505095175e-17
VSLY,e1_2_primary,World,I_PH_SALT_MEDIA,0.000423523389965013,1.05446724998667e-16,0.000357053313686707,8.40418478221069e-17,-0.000188521015644132,-4.22905818359965e-17,-1.64344891352446e-05,-3.80321536727706e-18,0.00536322094852159,4.76597505095175e-17
VSLY,e1_2_primary,South-East Asia,I_PH_SALT_POLICY,0.000423523389965013,1.05446724998667e-16,7420407893.31266,0.00174658732195645,23840013074.4392,0.00534798744029141,28218493771.7598,0.00653023092296879,469485029397.756,0.00417203385499501
VSLY,e1_2_primary,World,I_PH_SALT_POLICY,0.000423523389965013,1.05446724998667e-16,7420407893.31266,0.00174658732195645,23840013074.4392,0.00534798744029141,28218493771.7598,0.00653023092296879,469485029397.756,0.00417203385499501
VSLY,e1_2_primary,South-East Asia,I_PH_SALT_REFORM,0.000423523389965013,1.05446724998667e-16,4039300851.2143,0.000950755235794628,13008001613.4715,0.0029180617072196,15384327751.1906,0.00356019047729799,256073531425.233,0.00227557296948244
VSLY,e1_2_primary,World,I_PH_SALT_REFORM,0.000423523389965013,1.05446724998667e-16,4039300851.2143,0.000950755235794628,13008001613.4715,0.0029180617072196,15384327751.1906,0.00356019047729799,256073531425.233,0.00227557296948244
VSLY,e1_2_primary,South-East Asia,I_PH_TOBACCO_POLICY,2540433876.22881,0.000632504458245213,14177877474.8038,0.00333713475132019,24802987614.9696,0.0055640097944737,24788221646.894,0.00573640864155367,470946029664.523,0.00418501689426877
VSLY,e1_2_primary,World,I_PH_TOBACCO_POLICY,2540433876.22881,0.000632504458245213,14177877474.8038,0.00333713475132019,24802987614.9696,0.0055640097944737,24788221646.894,0.00573640864155367,470946029664.523,0.00418501689426877
VSLY,e1_2_primary,South-East Asia,I_PH_TOBACCO_TAX,4159586563.04082,0.00103563295632231,23488814084.0829,0.00552870751539462,41365928814.5847,0.00927954473286677,41177358501.0413,0.00952912873325563,782239644700.686,0.00695129786054502
VSLY,e1_2_primary,World,I_PH_TOBACCO_TAX,4159586563.04082,0.00103563295632231,23488814084.0829,0.00552870751539462,41365928814.5847,0.00927954473286677,41177358501.0413,0.00952912873325563,782239644700.686,0.00695129786054502
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_AD_BAN,636371962.805778,0.000158440692884485,3577064626.20429,0.000841955835282014,6267411709.80401,0.00140595724517888,6254270280.56102,0.00144734263696234,118839418632.9,0.00105605513871313
VSLY,e1_2_primary,World,I_PH_TOB_AD_BAN,636371962.805778,0.000158440692884485,3577064626.20429,0.000841955835282014,6267411709.80401,0.00140595724517888,6254270280.56102,0.00144734263696234,118839418632.9,0.00105605513871313
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_CLEAN_AIR,875044168.195763,0.000217864099012449,4920162851.82916,0.00115808917549,8623456149.94006,0.00193448447523001,8604004129.97625,0.00199111030820332,163484933116.75,0.00145279323734691
VSLY,e1_2_primary,World,I_PH_TOB_CLEAN_AIR,875044168.195763,0.000217864099012449,4920162851.82916,0.00115808917549,8623456149.94006,0.00193448447523001,8604004129.97625,0.00199111030820332,163484933116.75,0.00145279323734691
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_MEDIA,1034168889.75791,0.000257482172423788,5816078492.25383,0.00136896638353653,10195923003.7887,0.00228723314858009,10171837161.9798,0.00235393306658483,193273368180.239,0.00171750531928831
VSLY,e1_2_primary,World,I_PH_TOB_MEDIA,1034168889.75791,0.000257482172423788,5816078492.25383,0.00136896638353653,10195923003.7887,0.00228723314858009,10171837161.9798,0.00235393306658483,193273368180.239,0.00171750531928831
VSLY,e1_2_primary,South-East Asia,I_RHD_SECONDARY,52474995.9884091,1.30649607610881e-05,124909316.386221,2.94006787135022e-05,144905755.377055,3.25064486064951e-05,119990960.686678,2.77679130676014e-05,3283982172.32563,2.91827937936972e-05
VSLY,e1_2_primary,World,I_RHD_SECONDARY,52474995.9884091,1.30649607610881e-05,124909316.386221,2.94006787135022e-05,144905755.377055,3.25064486064951e-05,119990960.686678,2.77679130676014e-05,3283982172.32563,2.91827937936972e-05
VSLY,e1_2_primary,South-East Asia,I_RHD_SURGERY,9682974.97876409,2.41081844343722e-06,23217667.5560499,5.46488607928709e-06,26972053.236152,6.05059240091062e-06,21974404.9308612,5.08524444125207e-06,611850171.358942,5.43714808620948e-06
VSLY,e1_2_primary,World,I_RHD_SURGERY,9682974.97876409,2.41081844343722e-06,23217667.5560499,5.46488607928709e-06,26972053.236152,6.05059240091062e-06,21974404.9308612,5.08524444125207e-06,611850171.358942,5.43714808620948e-06
VSLY,e1_2_primary,South-East Asia,I_STROKE_SECONDARY,192664181.302933,4.79685595277795e-05,542493298.497384,0.00012769000451522,1323711426.56753,0.000296945813819353,1981084237.769,0.000458455991844328,28924197071.4953,0.000257032113602477
VSLY,e1_2_primary,World,I_STROKE_SECONDARY,192664181.302933,4.79685595277795e-05,542493298.497384,0.00012769000451522,1323711426.56753,0.000296945813819353,1981084237.769,0.000458455991844328,28924197071.4953,0.000257032113602477
