who_region,scenario,metric_2026,share_2026,metric_2030,share_2030,metric_2040,share_2040,metric_2050,share_2050,metric_total,share_total
South-East Asia,S_70_30_30_TO_70_70_70,12429197.7039639,3.09455917500143e-06,802410037.785324,0.000188868215757987,24960963445.9852,0.00559944822974228,42848689211.4242,0.00991590258361514,488784713896.127,0.0043435386572274
World,S_70_30_30_TO_70_70_70,12429197.7039639,3.09455917500143e-06,802410037.785324,0.000188868215757987,24960963445.9852,0.00559944822974228,42848689211.4242,0.00991590258361514,488784713896.127,0.0043435386572274
