valuation_type,elasticity_case,who_region,scenario,metric_2026,share_2026,metric_2030,share_2030,metric_2040,share_2040,metric_2050,share_2050,metric_total,share_total
VSL,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,50114294.2479539,1.24772051066714e-05,4788791868.03057,0.00112716757413404,143699795675.742,0.0322359178263323,227688298292.264,0.052690876356919,2708648622874.06,0.0240701471789469
VSL,e1_2_primary,World,S_70_30_30_TO_70_70_70,50114294.2479539,1.24772051066714e-05,4788791868.03057,0.00112716757413404,143699795675.742,0.0322359178263323,227688298292.264,0.052690876356919,2708648622874.06,0.0240701471789469
VSL,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,30504067.6499471,7.59474944958865e-06,2995355686.70082,0.000705035402684079,95122220922.9081,0.0213385974747542,157765545096.67,0.036509583023894,1823336801945.96,0.0162029082727834
VSL,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70,30504067.6499471,7.59474944958865e-06,2995355686.70082,0.000705035402684079,95122220922.9081,0.0213385974747542,157765545096.67,0.036509583023894,1823336801945.96,0.0162029082727834
VSLY,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,18592530.9713328,4.62907491490679e-06,1832972928.82689,0.000431438180354426,51551779043.4213,0.0115645182738802,84026203635.0426,0.0194450673999602,993125751320.779,0.00882531709710243
VSLY,e1_2_primary,World,S_70_30_30_TO_70_70_70,18592530.9713328,4.62907491490679e-06,1832972928.82689,0.000431438180354426,51551779043.4213,0.0115645182738802,84026203635.0426,0.0194450673999602,993125751320.779,0.00882531709710243
VSLY,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,11317086.8919586,2.81767141451374e-06,1146511695.90051,0.000269861552265782,34124750783.9363,0.00765514423275366,58221875776.2865,0.0134735148042539,668625798772.306,0.00594167927437322
VSLY,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70,11317086.8919586,2.81767141451374e-06,1146511695.90051,0.000269861552265782,34124750783.9363,0.00765514423275366,58221875776.2865,0.0134735148042539,668625798772.306,0.00594167927437322
