valuation_type,elasticity_case,who_region,scenario,metric_2026,share_2026,metric_2030,share_2030,metric_2040,share_2040,metric_2050,share_2050,metric_total,share_total
VSL,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,673533856.885046,0.000166101292864976,14095486196.7195,0.00328689805459772,142264615873.772,0.0315908472508235,214023074520.689,0.0489897650859067,2707789378149.82,0.0238224841004907
VSL,e1_2_primary,World,S_70_30_30_TO_70_70_70,673533856.885046,0.000166101292864976,14095486196.7195,0.00328689805459772,142264615873.772,0.0315908472508235,214023074520.689,0.0489897650859067,2707789378149.82,0.0238224841004907
VSL,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,409973294.910565,0.000101104188941138,8816627637.96843,0.00205593165265171,94172202243.0267,0.0209115923735579,148296892147.175,0.0339450777703777,1818269970057.25,0.0159967048403466
VSL,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70,409973294.910565,0.000101104188941138,8816627637.96843,0.00205593165265171,94172202243.0267,0.0209115923735579,148296892147.175,0.0339450777703777,1818269970057.25,0.0159967048403466
VSLY,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,236705340.273341,5.83742935051242e-05,5166564452.83405,0.00120478076541455,52963449250.4944,0.0117609022093987,81000748707.1193,0.0185410272225612,1014248366148.1,0.00892311483732208
VSLY,e1_2_primary,World,S_70_30_30_TO_70_70_70,236705340.273341,5.83742935051242e-05,5166564452.83405,0.00120478076541455,52963449250.4944,0.0117609022093987,81000748707.1193,0.0185410272225612,1014248366148.1,0.00892311483732208
VSLY,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,144080163.577213,3.55318462490546e-05,3231649785.78768,0.000753581908832542,35059207264.379,0.00778514077180415,56125533762.0099,0.0128471040820236,681203646233.437,0.0059930669506801
VSLY,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70,144080163.577213,3.55318462490546e-05,3231649785.78768,0.000753581908832542,35059207264.379,0.00778514077180415,56125533762.0099,0.0128471040820236,681203646233.437,0.0059930669506801
