valuation_type,elasticity_case,who_region,scenario,metric_2026,share_2026,metric_2030,share_2030,metric_2040,share_2040,metric_2050,share_2050,metric_total,share_total
VSL,e1_2_primary,South-East Asia,I_PH_TOBACCO_POLICY,5677855643.54716,0.00141364396114393,30954737794.4585,0.00728600817685661,62427730345.0312,0.0140043009527158,60273318612.6251,0.0139482529513328,1113675848941.34,0.00989657402118599
VSL,e1_2_primary,World,I_PH_TOBACCO_POLICY,5677855643.54716,0.00141364396114393,30954737794.4585,0.00728600817685661,62427730345.0312,0.0140043009527158,60273318612.6251,0.0139482529513328,1113675848941.34,0.00989657402118599
VSL,e1_2_primary,South-East Asia,I_PH_TOBACCO_TAX,12419456208.0418,0.00309213378630766,68633442723.7175,0.0161546781048925,140373430585.616,0.0314897203025191,135005672902.298,0.0312425683345683,2488546577126.54,0.0221142313799059
VSL,e1_2_primary,World,I_PH_TOBACCO_TAX,12419456208.0418,0.00309213378630766,68633442723.7175,0.0161546781048925,140373430585.616,0.0314897203025191,135005672902.298,0.0312425683345683,2488546577126.54,0.0221142313799059
VSL,e1_2_primary,South-East Asia,I_PH_TOB_AD_BAN,1421674303.72505,0.000353961322785386,7792375694.07142,0.00183413968488879,15734432592.0736,0.00352967708615659,15136097887.2621,0.00350274593945194,280158599331.207,0.00248960262412867
VSL,e1_2_primary,World,I_PH_TOB_AD_BAN,1421674303.72505,0.000353961322785386,7792375694.07142,0.00183413968488879,15734432592.0736,0.00352967708615659,15136097887.2621,0.00350274593945194,280158599331.207,0.00248960262412867
VSL,e1_2_primary,South-East Asia,I_PH_TOB_CLEAN_AIR,1954898135.08819,0.000486720712327315,10719239548.5973,0.00252305374121909,21656951875.0957,0.00485826523086886,20833322726.6006,0.00482117895440566,385535172483.666,0.00342602147283908
VSL,e1_2_primary,World,I_PH_TOB_CLEAN_AIR,1954898135.08819,0.000486720712327315,10719239548.5973,0.00252305374121909,21656951875.0957,0.00485826523086886,20833322726.6006,0.00482117895440566,385535172483.666,0.00342602147283908
VSL,e1_2_primary,South-East Asia,I_PH_TOB_MEDIA,2310409782.97031,0.000575234215610207,12671919392.2458,0.00298266807883926,25612078293.5393,0.00574551165747756,24637961357.5422,0.00570163590010418,455883342438.031,0.00405116376345278
VSL,e1_2_primary,World,I_PH_TOB_MEDIA,2310409782.97031,0.000575234215610207,12671919392.2458,0.00298266807883926,25612078293.5393,0.00574551165747756,24637961357.5422,0.00570163590010418,455883342438.031,0.00405116376345278
VSL,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,1451840912.43482,0.000361472053404121,8043111267.6621,0.00189315686835004,136683889506.185,0.030662052159401,218085670953.616,0.0504686679536007,2597891918826,0.023085918311098
VSL,e1_2_primary,World,S_70_30_30_TO_70_70_70,1451840912.43482,0.000361472053404121,8043111267.6621,0.00189315686835004,136683889506.185,0.030662052159401,218085670953.616,0.0504686679536007,2597891918826,0.023085918311098
VSL,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,13868551042.9824,0.00345292213513909,76609495608.0243,0.0180320510266073,268497706261.673,0.0602316096199646,341003644983.299,0.0789139408122327,4939744393640.19,0.043896566567256
VSL,e1_2_primary,World,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,13868551042.9824,0.00345292213513909,76609495608.0243,0.0180320510266073,268497706261.673,0.0602316096199646,341003644983.299,0.0789139408122327,4939744393640.19,0.043896566567256
VSL,e1_2_primary,South-East Asia,all_cascade_public_health,19484279166.3243,0.00485109789855616,105996844382.992,0.0249491331512338,323452370884.406,0.072559491121964,393756714855.608,0.0911218825595147,5937578044313.54,0.0527637199621207
VSL,e1_2_primary,World,all_cascade_public_health,19484279166.3243,0.00485109789855616,105996844382.992,0.0249491331512338,323452370884.406,0.072559491121964,393756714855.608,0.0911218825595147,5937578044313.54,0.0527637199621207
VSL,e1_2_primary,South-East Asia,all_public_health,18036425826.0844,0.00449061865083551,98049553934.1704,0.0230785302219358,198846248331.46,0.0446068227943171,192900461792.9,0.0446403897686278,3547745776339.76,0.0315267038584634
VSL,e1_2_primary,World,all_public_health,18036425826.0844,0.00449061865083551,98049553934.1704,0.0230785302219358,198846248331.46,0.0446068227943171,192900461792.9,0.0446403897686278,3547745776339.76,0.0315267038584634
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_POLICY,3456053711.95002,0.000860470883024243,19361971127.1971,0.00455734695249378,41324097432.925,0.00927016077393069,41763468026.3634,0.00966476426991688,738213455552.377,0.0065600633373297
VSL,e1_5_sensitivity,World,I_PH_TOBACCO_POLICY,3456053711.95002,0.000860470883024243,19361971127.1971,0.00455734695249378,41324097432.925,0.00927016077393069,41763468026.3634,0.00966476426991688,738213455552.377,0.0065600633373297
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_TAX,7559598274.91997,0.00188215078383683,42929736481.7171,0.010104637716947,92920330283.5697,0.0208446512907774,93545622398.3622,0.0216480199487292,1649803328283.3,0.0146608196400017
VSL,e1_5_sensitivity,World,I_PH_TOBACCO_TAX,7559598274.91997,0.00188215078383683,42929736481.7171,0.010104637716947,92920330283.5697,0.0208446512907774,93545622398.3622,0.0216480199487292,1649803328283.3,0.0146608196400017
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_AD_BAN,865358871.910905,0.000215452702621888,4874076278.81419,0.0011472414936243,10415423112.3412,0.00233647321485086,10487823712.2017,0.00242705763369289,185705318336.268,0.00165025256746822
VSL,e1_5_sensitivity,World,I_PH_TOB_AD_BAN,865358871.910905,0.000215452702621888,4874076278.81419,0.0011472414936243,10415423112.3412,0.00233647321485086,10487823712.2017,0.00242705763369289,185705318336.268,0.00165025256746822
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_CLEAN_AIR,1189926863.31047,0.000296262009837025,6704809067.47024,0.00157815239832514,14335840570.2131,0.00321593344249133,14435438890.7506,0.00334060174130716,255556786655.009,0.00227098096645621
VSL,e1_5_sensitivity,World,I_PH_TOB_CLEAN_AIR,1189926863.31047,0.000296262009837025,6704809067.47024,0.00157815239832514,14335840570.2131,0.00321593344249133,14435438890.7506,0.00334060174130716,255556786655.009,0.00227098096645621
VSL,e1_5_sensitivity,South-East Asia,I_PH_TOB_MEDIA,1406323233.25003,0.000350139290413223,7926196598.01332,0.00186563793910852,16953940388.5466,0.0038032470862447,17071678398.9219,0.00395067160881513,302189358265.799,0.00268537685838755
VSL,e1_5_sensitivity,World,I_PH_TOB_MEDIA,1406323233.25003,0.000350139290413223,7926196598.01332,0.00186563793910852,16953940388.5466,0.0038032470862447,17071678398.9219,0.00395067160881513,302189358265.799,0.00268537685838755
VSL,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,883720983.692808,0.0002200244089251,5030909619.43751,0.00118415632746242,90478034941.3156,0.0202967755503123,151111870982.52,0.0349698116667473,1748128308815.2,0.015534575184661
VSL,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70,883720983.692808,0.0002200244089251,5030909619.43751,0.00118415632746242,90478034941.3156,0.0202967755503123,151111870982.52,0.0349698116667473,1748128308815.2,0.015534575184661
VSL,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,8441647748.81874,0.00210175902865445,47918701553.2478,0.0112789212966235,177732320440.789,0.0398703731614268,236281909673.218,0.0546795816093604,3298971572034.97,0.0293159956619946
VSL,e1_5_sensitivity,World,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,8441647748.81874,0.00210175902865445,47918701553.2478,0.0112789212966235,177732320440.789,0.0398703731614268,236281909673.218,0.0546795816093604,3298971572034.97,0.0293159956619946
VSL,e1_5_sensitivity,South-East Asia,all_cascade_public_health,11859885063.1181,0.0029528145750574,66300281854.9117,0.015605507594035,214109614677.056,0.0480308264329869,272834586672.211,0.0631384817755696,3959651928595.67,0.0351870685233322
VSL,e1_5_sensitivity,World,all_cascade_public_health,11859885063.1181,0.0029528145750574,66300281854.9117,0.015605507594035,214109614677.056,0.0480308264329869,272834586672.211,0.0631384817755696,3959651928595.67,0.0351870685233322
VSL,e1_5_sensitivity,South-East Asia,all_public_health,10978591274.5762,0.00273339447698186,61329307484.8082,0.0144354585970765,131626469436.028,0.029527530171891,133661003803.945,0.0309313894389743,2351884930195.39,0.0208998007123135
VSL,e1_5_sensitivity,World,all_public_health,10978591274.5762,0.00273339447698186,61329307484.8082,0.0144354585970765,131626469436.028,0.029527530171891,133661003803.945,0.0309313894389743,2351884930195.39,0.0208998007123135
VSLY,e1_2_primary,South-East Asia,I_PH_TOBACCO_POLICY,2540433876.22881,0.000632504458245213,14177877474.8038,0.00333713475132019,24802987614.9696,0.0055640097944737,24788221646.894,0.00573640864155367,470946029664.523,0.00418501689426877
VSLY,e1_2_primary,World,I_PH_TOBACCO_POLICY,2540433876.22881,0.000632504458245213,14177877474.8038,0.00333713475132019,24802987614.9696,0.0055640097944737,24788221646.894,0.00573640864155367,470946029664.523,0.00418501689426877
VSLY,e1_2_primary,South-East Asia,I_PH_TOBACCO_TAX,5557871421.01717,0.00138377089246089,31442984577.0223,0.00740092984324917,55498303306.2329,0.0124498349943207,55187301051.7471,0.0127712635124405,1048278328353.36,0.00931542520313792
VSLY,e1_2_primary,World,I_PH_TOBACCO_TAX,5557871421.01717,0.00138377089246089,31442984577.0223,0.00740092984324917,55498303306.2329,0.0124498349943207,55187301051.7471,0.0127712635124405,1048278328353.36,0.00931542520313792
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_AD_BAN,636371962.805778,0.000158440692884485,3577064626.20429,0.000841955835282014,6267411709.80401,0.00140595724517888,6254270280.56102,0.00144734263696234,118839418632.9,0.00105605513871313
VSLY,e1_2_primary,World,I_PH_TOB_AD_BAN,636371962.805778,0.000158440692884485,3577064626.20429,0.000841955835282014,6267411709.80401,0.00140595724517888,6254270280.56102,0.00144734263696234,118839418632.9,0.00105605513871313
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_CLEAN_AIR,875044168.195763,0.000217864099012449,4920162851.82916,0.00115808917549,8623456149.94006,0.00193448447523001,8604004129.97625,0.00199111030820332,163484933116.75,0.00145279323734691
VSLY,e1_2_primary,World,I_PH_TOB_CLEAN_AIR,875044168.195763,0.000217864099012449,4920162851.82916,0.00115808917549,8623456149.94006,0.00193448447523001,8604004129.97625,0.00199111030820332,163484933116.75,0.00145279323734691
VSLY,e1_2_primary,South-East Asia,I_PH_TOB_MEDIA,1034168889.75791,0.000257482172423788,5816078492.25383,0.00136896638353653,10195923003.7887,0.00228723314858009,10171837161.9798,0.00235393306658483,193273368180.239,0.00171750531928831
VSLY,e1_2_primary,World,I_PH_TOB_MEDIA,1034168889.75791,0.000257482172423788,5816078492.25383,0.00136896638353653,10195923003.7887,0.00228723314858009,10171837161.9798,0.00235393306658483,193273368180.239,0.00171750531928831
VSLY,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70,508051221.928759,0.000126492039762866,2887919622.56352,0.000679747511473649,48629525308.8854,0.010908974326784,80001743776.7631,0.0185137401495637,944755768630.172,0.0083954818676179
VSLY,e1_2_primary,World,S_70_30_30_TO_70_70_70,508051221.928759,0.000126492039762866,2887919622.56352,0.000679747511473649,48629525308.8854,0.010908974326784,80001743776.7631,0.0185137401495637,944755768630.172,0.0083954818676179
VSLY,e1_2_primary,South-East Asia,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,6064647919.42953,0.00150994555796942,34296180705.9031,0.00807250427115219,100608735582.452,0.0225693774830788,129561654009.968,0.0299827314062239,1928633050528.33,0.0171386133248767
VSLY,e1_2_primary,World,S_70_30_30_TO_70_70_70_I_PH_TOBACCO_TAX,6064647919.42953,0.00150994555796942,34296180705.9031,0.00807250427115219,100608735582.452,0.0225693774830788,129561654009.968,0.0299827314062239,1928633050528.33,0.0171386133248767
VSLY,e1_2_primary,South-East Asia,all_cascade_public_health,8570161841.6105,0.00213375582156401,47552115967.0447,0.0111926357788353,122056820710.981,0.027380788010729,150355082047.206,0.0347946780629652,2341532358439.71,0.0208078035725829
VSLY,e1_2_primary,World,all_cascade_public_health,8570161841.6105,0.00213375582156401,47552115967.0447,0.0111926357788353,122056820710.981,0.027380788010729,150355082047.206,0.0347946780629652,2341532358439.71,0.0208078035725829
VSLY,e1_2_primary,South-East Asia,all_public_health,8063959951.17154,0.0020077242190607,44713578498.2593,0.010524511650464,78379342575.7526,0.0175826975582849,78322777230.3762,0.0181251992391761,1487736930362.32,0.0132206320801326
VSLY,e1_2_primary,World,all_public_health,8063959951.17154,0.0020077242190607,44713578498.2593,0.010524511650464,78379342575.7526,0.0175826975582849,78322777230.3762,0.0181251992391761,1487736930362.32,0.0132206320801326
VSLY,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_POLICY,1546336588.86387,0.000384999111984758,8868162803.86108,0.00208735435369104,16418362018.9905,0.00368310174971596,17175793966.7125,0.00397476569072636,311771692246.065,0.00277052935372233
VSLY,e1_5_sensitivity,World,I_PH_TOBACCO_POLICY,1546336588.86387,0.000384999111984758,8868162803.86108,0.00208735435369104,16418362018.9905,0.00368310174971596,17175793966.7125,0.00397476569072636,311771692246.065,0.00277052935372233
VSLY,e1_5_sensitivity,South-East Asia,I_PH_TOBACCO_TAX,3383020520.60401,0.000842287446108813,19667366061.2365,0.00462922964784585,36737156396.8981,0.00824118050561319,38239359238.6856,0.00884922661693874,694029609748.729,0.00616742781331063
VSLY,e1_5_sensitivity,World,I_PH_TOBACCO_TAX,3383020520.60401,0.000842287446108813,19667366061.2365,0.00462922964784585,36737156396.8981,0.00824118050561319,38239359238.6856,0.00884922661693874,694029609748.729,0.00616742781331063
VSLY,e1_5_sensitivity,South-East Asia,I_PH_TOB_AD_BAN,387353223.172441,9.64412586624455e-05,2237428805.65069,0.000526637462780376,4148719338.61377,0.000930674779704263,4333592755.51376,0.00100286576769489,78674800293.565,0.000699136095523165
VSLY,e1_5_sensitivity,World,I_PH_TOB_AD_BAN,387353223.172441,9.64412586624455e-05,2237428805.65069,0.000526637462780376,4148719338.61377,0.000930674779704263,4333592755.51376,0.00100286576769489,78674800293.565,0.000699136095523165
VSLY,e1_5_sensitivity,South-East Asia,I_PH_TOB_CLEAN_AIR,532630597.794462,0.000132611689229603,3077527314.58375,0.000724376647201673,5708305270.41647,0.00128053389887894,5961726675.28704,0.00137964315899131,108231583784.66,0.000961789627900517
VSLY,e1_5_sensitivity,World,I_PH_TOB_CLEAN_AIR,532630597.794462,0.000132611689229603,3077527314.58375,0.000724376647201673,5708305270.41647,0.00128053389887894,5961726675.28704,0.00137964315899131,108231583784.66,0.000961789627900517
VSLY,e1_5_sensitivity,South-East Asia,I_PH_TOB_MEDIA,629488217.843833,0.000156726812661664,3637916256.57672,0.000856278860061373,6749201249.16412,0.00151403622975479,7048080408.74548,0.00163104356331099,127952585907.969,0.0011370384289505
VSLY,e1_5_sensitivity,World,I_PH_TOB_MEDIA,629488217.843833,0.000156726812661664,3637916256.57672,0.000856278860061373,6749201249.16412,0.00151403622975479,7048080408.74548,0.00163104356331099,127952585907.969,0.0011370384289505
VSLY,e1_5_sensitivity,South-East Asia,S_70_30_30_TO_70_70_70,309245676.825747,7.69944343427288e-05,1806373445.02885,0.000425177295260209,32190362053.4432,0.00722120627294567,55433321827.6504,0.0128281968304089,635885189293.025,0.00565073297656272
