location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows
Indonesia,Female,Ischemic heart disease,95+ years,1639.99261184629,7119.81444903803,1790.5349098511,7036.97248141856,233.241304360712,85.531130831683,239,32,FALSE,0
Indonesia,Female,Ischemic stroke,20-24 years,7.1683695473641,1806.11278857164,16.9571132905273,953.476410060084,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,25-29 years,17.9430404782389,768.096877165998,18.1110602604179,1494.56662769085,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,30-34 years,9.4702358635591,913.28144548027,53.341625538606,2695.67362093353,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,35-39 years,67.1188057131103,1910.68645849561,33.7071169121555,1843.0818408378,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,40-44 years,39.3929274560947,3947.87694605333,92.9162667978998,8092.69367693366,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,45-49 years,128.358894071786,6804.62943825469,229.033786525512,9353.79572252418,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,50-54 years,187.989892833753,10653.155097831,203.599681068378,4579.31472593964,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,55-59 years,792.782990163228,15248.3554880409,1089.96928008153,12883.7130482603,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,60-64 years,597.641562541106,18349.3700354791,300.261161207233,21862.473507054,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,65-69 years,2516.80526989162,25551.1961499897,774.274667578639,29026.5967685198,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,70-74 years,3067.91464870854,44950.7217113414,2987.40059059976,30103.0384499017,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,75-79 years,7687.25082862288,54302.1251151433,2475.25095661433,28566.6052616924,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,80-84 years,8595.69984477373,49771.5092019332,5870.10137213761,28904.6212209797,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,85-89 years,7935.41086001211,30173.8900352184,2375.09995770616,17607.4255055485,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,90-94 years,4158.89411800033,9582.45653558055,1944.7266897004,6187.98396716913,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Ischemic stroke,95+ years,1550.01743825535,2670.32900477244,1733.60838330622,2994.76953745053,303.536644984001,101.904302005702,221,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,20-24 years,27.3928762586823,6351.30229897981,45.2920412165243,5596.03017634221,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,25-29 years,20.6655618361518,4031.10199765167,14.4058349048605,5871.70394476633,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,30-34 years,16.3381887829805,7803.87569405158,19.82764065966,8966.11546322043,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,35-39 years,52.3725738119333,2638.1559474679,52.456200490072,2369.4396836155,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,40-44 years,48.1761281582023,6039.7789332084,19.4046440446601,7027.48304701589,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,45-49 years,115.581135593954,10768.3272018141,236.562810935724,11082.7127073359,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,50-54 years,118.188549632516,11533.2508267108,32.9937227662244,12044.4868043689,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,55-59 years,111.312256979831,10101.0785380756,42.7339518337446,11118.8822470001,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,60-64 years,95.8327631518318,7266.05746989564,25.1113700974678,8044.40113697814,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,65-69 years,75.1039893499343,5126.45238733612,47.5170137308818,5311.44392114471,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,70-74 years,74.5506438054867,4743.43590940922,23.2965624017567,4895.50202114764,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,75-79 years,64.5031147470602,3838.31750301819,19.2380941184608,4121.4547129966,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,80-84 years,52.3461980458171,2473.51440871084,16.9208139334502,2565.78683885694,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,85-89 years,37.006528164048,1079.70990728227,13.6802067879309,1089.96650369963,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,90-94 years,18.3617765888209,281.221172029252,7.17522146029097,284.784016086267,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Female,Rheumatic heart disease,95+ years,7.51886209603315,70.1926635919972,8.29820099904092,69.7751938376395,512.003200438671,184.346447435451,151,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,20-24 years,20.1404388131086,83.5396717676361,5.57157887268556,69.0071967395461,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,25-29 years,29.2336154307874,248.028421551068,17.5188630977076,451.711102611084,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,30-34 years,30.4061838499606,289.422138944056,58.7282429949732,313.546769303319,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,35-39 years,15.9849735029061,130.204722212115,28.2964930604447,394.974083768268,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,40-44 years,48.5191982906691,47.5892234734396,56.0576661696306,364.508342160847,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,45-49 years,15.8757107075092,48.3832627927829,31.1347755230216,185.672899611142,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,50-54 years,58.4731818287899,132.256395167621,50.4015915596102,174.935744179813,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,55-59 years,95.2655437178327,331.922009881465,114.401295979498,270.895531463123,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,60-64 years,53.3488029849957,362.974130260509,172.543616094002,416.616246683292,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,65-69 years,89.2278870276914,288.73688770759,66.9674723532083,97.3257632860202,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,70-74 years,110.468227998023,743.21545065103,75.1102525150347,247.853348238589,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,75-79 years,211.532063932813,1251.51563499472,97.9725770311099,256.318697527561,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,80-84 years,249.782737204253,1595.43585733005,25.8437478664738,605.60673714274,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,85-89 years,244.305304185946,1131.20024682206,91.6269274636924,479.330444370312,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,90-94 years,158.476867927468,445.96771451681,114.955168622435,360.5450703671,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Cardiomyopathy and myocarditis,95+ years,65.6306905326921,130.635674459949,61.9708545422588,121.885422676568,286.788390085317,92.3839004372235,105,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,20-24 years,14.2014204854513,162.001774017,2.51924567092017,147.074933654293,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,25-29 years,24.751877140783,120.386384743616,8.80375465807551,238.767545042822,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,30-34 years,31.2620002381483,316.035467209189,26.9371253682741,371.413284066406,195.779943173631,55.7717578821348,249,32,FALSE,0
