location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows,pct_improvement
Indonesia,Male,Intracerebral hemorrhage,20-24 years,119.770910239127,2212.62936989485,121.5349310952,1191.34549220299,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,25-29 years,216.820236067094,1882.90270705531,263.502227695331,991.982053860431,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,30-34 years,266.685142219786,2373.41336486155,668.429834273672,3794.12887008364,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,35-39 years,532.462641916814,3033.86962633535,1806.62603989156,2561.00677865343,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,40-44 years,1397.38106811385,3319.17134974549,915.359666237076,5916.10095703697,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,45-49 years,1490.36725144774,4405.67717524162,5913.68434948415,8664.89586657939,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,50-54 years,1790.40726915657,4111.23680798975,6150.18616274779,2774.47021556234,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,55-59 years,3017.86454946301,3576.27320467884,3087.51621511007,9084.01176042398,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,60-64 years,2356.25214029566,3225.13412225557,4952.31311356384,8794.27840876735,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,65-69 years,3563.14321946358,4146.33158120521,1575.28490278583,8007.46201603898,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,70-74 years,5237.99793802333,6626.02060363764,12277.8489607309,10191.8331791425,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,75-79 years,5992.18905555151,6755.91975772927,4642.56571068729,1903.59452911325,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,80-84 years,4770.80270315293,4945.77000248543,1649.1784298755,1216.3814080682,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,85-89 years,2684.8804882374,2773.55046235655,1013.5103007406,1003.60123786236,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
