age,sex,cause,year,location,BG.mx.all,ALL.mx,BG.mx,PREVt0,DIS.mx.t0,Nx,cause_id,age_group,age_mid,population,all_cause_mx,all_cause_deaths,cause_fraction_raw,cause_fraction,selected_fraction_sum_raw,fraction_adjustment_factor,incidence_rate,prevalence_rate,cause_name,gbd_cause_name,cause_mx,cause_deaths,incident_cases,prevalent_cases,epidemiology_source,scaling_source,incidence_available,incidence_data_status,prevalence_available,prevalence_data_status,IR,CF,pop,check_well,check_sick,newcases,covid.mx
70,Male,dm2,2047,Indonesia,0.0187225478399751,0.0394893556060131,0.036771087712268,0.153827314635977,0.00271826789374517,475041.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0126569191222886,0.0168027547819273,475041.5,,,0,0
71,Male,dm2,2014,Indonesia,0.0240251959013296,0.046409405389181,0.0435676353700163,0.133851756686798,0.00284177001916467,420952,,,,,,,,,,,,,,,,,,,,,,,,,0.00704395469615084,0.0193061393650465,420952,,,0,0
75,Female,hstroke,2014,Indonesia,0.017191730052585,0.0355355067569242,0.0303067992895241,0.0110737005784087,0.00522870746740003,426618.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00568341235970619,0.639161369478233,426618.5,,,0,0
73,Female,hstroke,2040,Indonesia,0.0140879864433104,0.0302510461167055,0.0259248086485534,0.00952493138863962,0.00432623746815209,522148.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00264433531806059,0.459797629701705,522148.5,,,0,0
85,Male,dm2,2050,Indonesia,0.0501757830085262,0.0981125431543314,0.0924451488649494,0.132255461168071,0.00566739428938194,76309.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00901774406459642,0.0325830165007952,76309.5,,,0,0
36,Female,rhd,2044,Indonesia,0.00135117799112333,0.00217587742146783,0.00213987784802537,0.00910116597270204,3.59995734424587e-05,2096348,,,,,,,,,,,,,,,,,,,,,,,,,3.08068164862178e-05,0.00395208036110476,2096348,,,0,0
72,Female,cmd,2003,Indonesia,0.0159182999473966,0.0317703212626912,0.0317022106622177,0.0005845150198681,6.81106004735676e-05,394174,,,,,,,,,,,,,,,,,,,,,,,,,9.26303381145601e-05,0.141263643579322,394174,,,0,0
23,Female,cmd,2021,Indonesia,0.00102390871106745,0.00118288071829919,0.00117591191921655,0.00017555578185862,6.96879908263978e-06,2160999,,,,,,,,,,,,,,,,,,,,,,,,,8.36375891159102e-06,0.0583329918421352,2160999,,,0,0
27,Male,cmd,2028,Indonesia,0.00170395149542046,0.00165756319836516,0.00164795522556329,0.0002028115811013,9.60797280186851e-06,2177979.5,,,,,,,,,,,,,,,,,,,,,,,,,8.88814387822953e-06,0.10335402403155,2177979.5,,,0,0
7,Female,istroke,2042,Indonesia,0.000304525044280454,0.000505580560353885,0.000504836038056223,0.0005763951271587,7.44522297661599e-07,2425458.5,,,,,,,,,,,,,,,,,,,,,,,,,7.85383315095397e-05,0.0011054683110052,2425458.5,,,0,0
49,Male,hstroke,2040,Indonesia,0.00532456359965607,0.00892371646222415,0.00754542454040563,0.0070105454437438,0.00137829192181852,1714970,,,,,,,,,,,,,,,,,,,,,,,,,0.00148503895709662,0.29343058727973,1714970,,,0,0
88,Male,dm2,2021,Indonesia,0.0698390850373624,0.11888872059219,0.11232845896317,0.122069811833289,0.00656026162902037,35805.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0101955132411332,0.0415433568859533,35805.5,,,0,0.0487913890130743
8,Female,hhd,2004,Indonesia,0.00159296150952803,0.00161254268695533,0.00161254268695533,0,0,2197001.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2197001.5,,,0,0
55,Male,ihd,2024,Indonesia,0.00739609985881942,0.0138956378722917,0.0111858109812822,0.0448445388421803,0.00270982689100952,1392878.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00784746599859085,0.0853163487919045,1392878.5,,,0,0
92,Female,ihd,2027,Indonesia,0.0716049698589571,0.125215360474127,0.109472577936418,0.117191706156573,0.0157427825377091,20467,,,,,,,,,,,,,,,,,,,,,,,,,0.0331553563336743,0.11994234217912,20467,,,0,0
39,Male,dm2,2042,Indonesia,0.00201113587312884,0.0030867814255268,0.00299422959132337,0.0595262299466403,9.25518342034236e-05,2087799,,,,,,,,,,,,,,,,,,,,,,,,,0.00530142227782963,0.00164720643214058,2087799,,,0,0
82,Female,rhd,2038,Indonesia,0.029549478762919,0.0590850136563598,0.0590504051257149,0.0023646420272574,3.46085306449044e-05,225694,,,,,,,,,,,,,,,,,,,,,,,,,3.81556404697311e-05,0.00777698379072377,225694,,,0,0
71,Female,ihd,2004,Indonesia,0.0171531951047155,0.033783647733109,0.029801422787413,0.079354808136605,0.00398222494569598,441746.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00550870183592124,0.0565055228924869,441746.5,,,0,0
0,Male,hhd,2026,Indonesia,0.0196168588017926,0.0228158951980222,0.0228158951980222,0,0,2329001.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2329001.5,,,0,0
50,Male,hhd,2012,Indonesia,0.00598768207254444,0.0107930931988856,0.0104987590458663,0.00122701036846088,0.0002943341530193,1382849,,,,,,,,,,,,,,,,,,,,,,,,,0.000457526513177317,0.320069112550902,1382849,,,0,0
43,Female,hhd,2020,Indonesia,0.00260377394703582,0.00412849980970669,0.0040562725629958,0.0006593291862684,7.2227246710889e-05,1905140.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000138737140363694,0.12076199919082,1905140.5,,,0,4.9307961264792e-06
31,Male,dm2,2004,Indonesia,0.00196719890347816,0.00230412468818437,0.00227994180600659,0.031043579020825,2.41828821777862e-05,1933013,,,,,,,,,,,,,,,,,,,,,,,,,0.00217593989538441,0.000902463984252635,1933013,,,0,0
78,Female,cmd,2008,Indonesia,0.0230331343787448,0.0460755765848309,0.0459389189580918,0.00124450487379682,0.000136657626739103,255217.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00042528498283769,0.179186297085659,255217.5,,,0,0
14,Male,cmd,2009,Indonesia,0.00106300696880521,0.00111917351658646,0.00111551412664795,0.00020202357927608,3.65938993851461e-06,2275528,,,,,,,,,,,,,,,,,,,,,,,,,1.48448400868095e-05,0.0159000076815696,2275528,,,0,0
32,Female,cmd,2038,Indonesia,0.00110492124567246,0.00176438230415906,0.00175285365766264,0.0001298429109421,1.15286464964223e-05,2030825,,,,,,,,,,,,,,,,,,,,,,,,,1.36381566385493e-05,0.12565965881283,2030825,,,0,0
37,Male,hhd,2013,Indonesia,0.00201167616512189,0.00279509577112306,0.00276184303592555,0.0002912054855105,3.32527351975113e-05,1973671,,,,,,,,,,,,,,,,,,,,,,,,,0.000138328574224458,0.160507117336549,1973671,,,0,0
5,Male,rhd,2001,Indonesia,0.00187357536636585,0.00188635722537787,0.00188065506365097,0.0005443284829615,5.70216172689862e-06,2321916.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000136070499218611,0.0196373326269401,2321916.5,,,0,0
85,Male,cmd,2038,Indonesia,0.0523404350572003,0.0981125431543314,0.0976395922712831,0.0035994644004973,0.00047295088304824,76309.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000805524772781227,0.167429946304278,76309.5,,,0,0
52,Female,dm2,2047,Indonesia,0.0031202387341233,0.00703434392235635,0.00671592185589363,0.0983372307258602,0.00031842206646272,1590457,,,,,,,,,,,,,,,,,,,,,,,,,0.0063071372163358,0.00268744874599644,1590457,,,0,0
37,Male,dm2,2000,Indonesia,0.00210494214624442,0.00272041987459776,0.0026728216945239,0.0435199961124677,4.75981800738569e-05,1527358,,,,,,,,,,,,,,,,,,,,,,,,,0.00275713716185519,0.00109888008286249,1527358,,,0,0
27,Female,rhd,2020,Indonesia,0.00103536738148023,0.00126007303602271,0.00123332862218196,0.0080355892374931,2.67444138407501e-05,2074370.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000245869370612016,0.00407918048551408,2074370.5,,,0,0
37,Male,hhd,2050,Indonesia,0.00169424500724612,0.00260326074075957,0.00257133342812297,0.0002938313887348,3.19273126366029e-05,2146181,,,,,,,,,,,,,,,,,,,,,,,,,0.000138559916309324,0.16381343001454,2146181,,,0,0
90,Female,dm2,2032,Indonesia,0.0605340386512607,0.108221836764136,0.103244958323528,0.105212789677704,0.00497687844060751,39319,,,,,,,,,,,,,,,,,,,,,,,,,0.0073196034034093,0.0617270149484506,39319,,,0,0
42,Male,ihd,2032,Indonesia,0.00247578254817818,0.00381206245267763,0.0031689229193808,0.0176083869544926,0.000643139533296838,1966804,,,,,,,,,,,,,,,,,,,,,,,,,0.00244265291333866,0.0381478100808539,1966804,,,0,0
29,Male,dm2,2007,Indonesia,0.00174584165502945,0.0020459171104397,0.00202689263211851,0.0276769177275874,1.90244783211898e-05,2078356.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00339521526640542,0.000889525703943338,2078356.5,,,0,0
75,Male,hstroke,2028,Indonesia,0.0271316868213437,0.0514425111403834,0.045469772860974,0.00857759389976448,0.00597273827940936,325266,,,,,,,,,,,,,,,,,,,,,,,,,0.00497252531798485,0.849451179052098,325266,,,0,0
30,Female,ihd,2010,Indonesia,0.00140374369411961,0.00170208859464089,0.00158091594090661,0.0058625163965348,0.000121172653734275,2075467.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0006884874905796,0.0191946876816712,2075467.5,,,0,0
7,Female,ihd,2028,Indonesia,0.000401174291857258,0.000505580560353885,0.000505580560353885,0,0,2425458.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2425458.5,,,0,0
73,Male,hstroke,2003,Indonesia,0.0300727775782082,0.0561441222154147,0.0488948005839936,0.0101135310931221,0.00724932163142101,287091.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0076446007225438,0.862449832408047,287091.5,,,0,0
11,Female,hhd,2046,Indonesia,0.000213918891285961,0.000449141960913055,0.000449141960913055,0,0,2312034.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2312034.5,,,0,0
26,Male,cmd,2000,Indonesia,0.00142017897109877,0.00155415710864575,0.00154816429113744,0.00018401855697596,5.99281750831036e-06,1981031.5,,,,,,,,,,,,,,,,,,,,,,,,,4.80970360935584e-06,0.0554775463703885,1981031.5,,,0,0
12,Female,ihd,2004,Indonesia,0.0015225992006597,0.0015481351090004,0.0015481351090004,0,0,2120237.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2120237.5,,,0,0
14,Female,cmd,2013,Indonesia,0.000689536141667691,0.000757803279603194,0.000754436184014443,0.00015420411854366,3.36709558875063e-06,2180633.5,,,,,,,,,,,,,,,,,,,,,,,,,7.72480948747959e-06,0.0353186213542841,2180633.5,,,0,0
83,Female,rhd,2038,Indonesia,0.0324638004902892,0.0638143211649178,0.0637779412939105,0.00227726720197818,3.63798710073847e-05,193103.5,,,,,,,,,,,,,,,,,,,,,,,,,4.09342330550502e-05,0.0087420874286042,193103.5,,,0,0
74,Male,ihd,2042,Indonesia,0.0241248380668287,0.0493901845774229,0.0416305636368649,0.104839638428287,0.00775962094055797,353983.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00857165956692322,0.0464648014424918,353983.5,,,0,0
60,Male,hstroke,2012,Indonesia,0.0118860227463838,0.0229022951747628,0.019161432336283,0.00979140884401802,0.00374086283847982,775553,,,,,,,,,,,,,,,,,,,,,,,,,0.00618109879107939,0.290764867690386,775553,,,0,0
63,Male,ihd,2010,Indonesia,0.0153025356092809,0.0290290764156814,0.0245133734193744,0.0828907654211492,0.00451570299630705,606061,,,,,,,,,,,,,,,,,,,,,,,,,0.00882873680855523,0.0531747469553888,606061,,,0,0
72,Female,dm2,2027,Indonesia,0.0139550134626683,0.028653614562867,0.0266281918040458,0.160231554366619,0.00202542275882119,548756,,,,,,,,,,,,,,,,,,,,,,,,,0.00655942081077014,0.0131689161172295,548756,,,0,0
31,Female,ihd,2005,Indonesia,0.00151055884375274,0.00181064123146031,0.00169695068130505,0.00637837476832382,0.000113690550155259,1925497.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000723076441787202,0.0163355797140182,1925497.5,,,0,0
17,Male,rhd,2021,Indonesia,0.001256939382787,0.00122522020511914,0.00120977843620483,0.003124324504531,1.54417689143077e-05,2264664,,,,,,,,,,,,,,,,,,,,,,,,,0.00051636547696019,0.0049174583453144,2264664,,,0,0
90,Female,istroke,2010,Indonesia,0.0633406314926802,0.112307308390278,0.0953160236152208,0.0572862471849859,0.0169912847750571,21934,,,,,,,,,,,,,,,,,,,,,,,,,0.0239069280895324,0.526439630554486,21934,,,0,0
6,Female,rhd,2040,Indonesia,0.000397192024986514,0.00061264457534351,0.000608924583315946,0.00064439918604285,3.71999202756435e-06,2402716,,,,,,,,,,,,,,,,,,,,,,,,,0.000132550804569347,0.00370984549784435,2402716,,,0,0
79,Female,cmd,2016,Indonesia,0.0233070915031137,0.0473339066119583,0.0471679838679374,0.0013622595242449,0.00016592274402086,304219,,,,,,,,,,,,,,,,,,,,,,,,,0.000491114094169009,0.189766732676729,304219,,,0,0
30,Male,hstroke,2007,Indonesia,0.0017982777089278,0.00214142956275913,0.0020315976748762,0.00261605485111386,0.000109831887882935,2037324,,,,,,,,,,,,,,,,,,,,,,,,,0.000327802746483518,0.0225503236402342,2037324,,,0,0
28,Female,hhd,2026,Indonesia,0.00100939723171898,0.00136093488964998,0.00135402105580102,0.00013716183066142,6.91383384895971e-06,2066333.5,,,,,,,,,,,,,,,,,,,,,,,,,2.75504772650896e-05,0.0409062702900505,2066333.5,,,0,0
69,Male,ihd,2045,Indonesia,0.0173380529473149,0.0365912676832688,0.0307162653436416,0.0907018905776681,0.00587500233962718,517094,,,,,,,,,,,,,,,,,,,,,,,,,0.0147050078298692,0.0778171204158673,517094,,,0,0
36,Female,ihd,2006,Indonesia,0.00168186801561458,0.0021519672765226,0.00198338073643268,0.00908905848961008,0.000168586540089914,1807725.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00100469669228902,0.0218147499004266,1807725.5,,,0,0
18,Female,cmd,2023,Indonesia,0.0008932851639426,0.00105029259255934,0.00104515663266973,0.00018376642251484,5.13595988960216e-06,2141387.5,,,,,,,,,,,,,,,,,,,,,,,,,4.08275177896053e-06,0.0483900902096359,2141387.5,,,0,0
43,Female,hhd,2043,Indonesia,0.00244538753595424,0.00412849980970669,0.0040562725629958,0.0006593291862684,7.2227246710889e-05,1905140.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000138737140363694,0.126881228814436,1905140.5,,,0,0
9,Female,dm2,2021,Indonesia,0.000420532201675461,0.00047736126063347,0.00047736126063347,0,0,2339741.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2339741.5,,,0,0
35,Male,rhd,2036,Indonesia,0.00179216847571518,0.00240205760714277,0.00238700313896397,0.00740051183004524,1.50544681788028e-05,2186798.5,,,,,,,,,,,,,,,,,,,,,,,,,1.57516887834378e-05,0.00243356751187763,2186798.5,,,0,0
86,Female,rhd,2018,Indonesia,0.0425082119632098,0.0785872239674596,0.0785445751865548,0.00200330373812608,4.26487809047903e-05,104108,,,,,,,,,,,,,,,,,,,,,,,,,3.93161577924743e-05,0.0157649577091942,104108,,,0,0
64,Male,dm2,2024,Indonesia,0.0139789532797361,0.026770373668407,0.0249929160967277,0.14356089314114,0.00177745757167933,822687.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00935837402645229,0.0203248111765611,822687.5,,,0,0
69,Female,hhd,2046,Indonesia,0.0102954816942893,0.022878694854077,0.0220749510746246,0.0109728676614513,0.000803743779452358,615924.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00125665902533074,0.127401339528771,615924.5,,,0,0
76,Male,ihd,2011,Indonesia,0.0326585917577474,0.0617063042222143,0.0528561669944576,0.126221469844463,0.00885013722775672,260152,,,,,,,,,,,,,,,,,,,,,,,,,0.0113924775977461,0.0642326815163078,260152,,,0,0
74,Female,cmd,2018,Indonesia,0.0156906976280308,0.0324196432791837,0.0323399352494491,0.00071785882734244,7.97080297345417e-05,484224.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000124799462999476,0.154524329165863,484224.5,,,0,0
46,Male,hhd,2009,Indonesia,0.00429715657661024,0.00710555940928753,0.00693258718208963,0.00091479125321378,0.000172972227197897,1466130.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000298975858756217,0.206020024357734,1466130.5,,,0,0
71,Female,ihd,2024,Indonesia,0.0132055541534401,0.0267286413266036,0.0227603649609507,0.076955383810967,0.00396827636565288,570655,,,,,,,,,,,,,,,,,,,,,,,,,0.00547334359321631,0.067636285139543,570655,,,0,0
1,Female,hstroke,2032,Indonesia,0.00208723286152102,0.00210925776222,0.00210465391428031,0.0002449589485149,4.60384793969156e-06,2218772,,,,,,,,,,,,,,,,,,,,,,,,,6.17369386740448e-05,0.0231106325953821,2218772,,,0,0
62,Male,hhd,2044,Indonesia,0.0109009975933301,0.0240872282221583,0.0232774559519164,0.0033210393732719,0.000809772270241896,952742.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0016155975468206,0.252377272097541,952742.5,,,0,0
68,Male,istroke,2040,Indonesia,0.0162068608409911,0.0336931797605244,0.0311798113664346,0.0656778212286595,0.0025133683940898,575869,,,,,,,,,,,,,,,,,,,,,,,,,0.00946812777224388,0.0622962498790201,575869,,,0,0
38,Female,dm2,2044,Indonesia,0.00161017439361026,0.00259979698692072,0.00255673869962759,0.0469838633379146,4.30582872931349e-05,2053111,,,,,,,,,,,,,,,,,,,,,,,,,0.00343012934829591,0.00122436185743368,2053111,,,0,0
17,Male,istroke,2023,Indonesia,0.00122203342325611,0.00122522020511914,0.00122248216358641,0.0015106565441516,2.73804153272649e-06,2264664,,,,,,,,,,,,,,,,,,,,,,,,,0.000152580483554913,0.00393382562631531,2264664,,,0,0
49,Male,dm2,2011,Indonesia,0.00568737899153995,0.00991860381690735,0.00950391082059943,0.0836843122786624,0.000414692996307923,1394102.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00553171677950257,0.00675192840947442,1394102.5,,,0,0
88,Female,cmd,2016,Indonesia,0.0506524302839828,0.0925538389967184,0.0919366047494049,0.00477782970162834,0.000617234247313509,57656.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00128037270140273,0.0881878764313008,57656.5,,,0,0
62,Male,hhd,2019,Indonesia,0.012189991692477,0.0240872282221583,0.0232774559519164,0.0033210393732719,0.000809772270241896,952742.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0016155975468206,0.234856361499055,952742.5,,,0,0
62,Female,hstroke,2031,Indonesia,0.00693585787729723,0.0144378539692187,0.0117701723547499,0.0093825029782149,0.00266768161446876,1028701.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00498581770764957,0.557317178497488,1028701.5,,,0,0
90,Female,istroke,2006,Indonesia,0.0636723605380147,0.113110520258455,0.0953551758098764,0.0582732560238201,0.017755344448579,18706,,,,,,,,,,,,,,,,,,,,,,,,,0.0251092688573005,0.539141646659876,18706,,,0,0
44,Female,ihd,2050,Indonesia,0.00253161283718907,0.00437301948798985,0.00373862046649996,0.0144208489026949,0.000634399021489884,1870906,,,,,,,,,,,,,,,,,,,,,,,,,0.00108305252964341,0.0799765665297752,1870906,,,0,0
38,Female,hstroke,2040,Indonesia,0.00163050536715017,0.00259979698692072,0.00232041733059989,0.00460312115465044,0.000279379656320828,2053111,,,,,,,,,,,,,,,,,,,,,,,,,0.000855301644648621,0.0655099627131512,2053111,,,0,0
63,Male,istroke,2050,Indonesia,0.0112455524688759,0.0254288009452827,0.0238219352691221,0.048421620928175,0.0016068656761606,887925.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00853283239844851,0.0651576474180925,887925.5,,,0,0
11,Female,rhd,2026,Indonesia,0.000319423506391484,0.000449141960913055,0.000437638195157445,0.00139594756260022,1.15037657556102e-05,2312034.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000369050410512733,0.00785371292925014,2312034.5,,,0,0
33,Female,hstroke,2020,Indonesia,0.00136715214849298,0.00186725608348625,0.00172967670830172,0.00358575928653704,0.000137579375184534,2042193.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000380762032679736,0.0769364354456008,2042193.5,,,0,1.65503640673582e-06
42,Female,hhd,2000,Indonesia,0.00288360040856461,0.0040461242058869,0.0039982936918747,0.000584887141289,4.78305140121985e-05,1264569.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00012118939180529,0.10297806527505,1264569.5,,,0,0
86,Female,ihd,2021,Indonesia,0.0428332823855126,0.0780022436905919,0.0681771710215663,0.115925046954271,0.00982507266902557,109253,,,,,,,,,,,,,,,,,,,,,,,,,0.0136009496246834,0.0581854935778304,109253,,,0,0.0113861151342257
12,Female,cmd,2048,Indonesia,0.000191151650257281,0.000435032311052848,0.000432488354583156,0.0001472450298413,2.54395646969215e-06,2300094,,,,,,,,,,,,,,,,,,,,,,,,,8.53440503730186e-06,0.0344397953737755,2300094,,,0,0
35,Male,cmd,2014,Indonesia,0.0019035625393552,0.00256385210170278,0.00254684648820242,0.00019148486400898,1.70056135003687e-05,2084860.5,,,,,,,,,,,,,,,,,,,,,,,,,3.03618782784112e-05,0.0841170041757352,2084860.5,,,0,0
16,Male,cmd,2015,Indonesia,0.00116640743329167,0.00124157189006022,0.00123752842749652,0.00024654788190212,4.04346256369326e-06,2292601,,,,,,,,,,,,,,,,,,,,,,,,,1.15286171492772e-05,0.0335418960236956,2292601,,,0,0
77,Female,rhd,2044,Indonesia,0.0173038115314696,0.0366407723320596,0.0366126202276224,0.0029014947718982,2.81521044372423e-05,395681.5,,,,,,,,,,,,,,,,,,,,,,,,,3.4700797516815e-05,0.00585888955298425,395681.5,,,0,0
70,Female,ihd,2042,Indonesia,0.0113378464852146,0.0248036680903403,0.0211050377753964,0.0735976713867862,0.00369863031494392,584289.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00523798876098545,0.0754473206480967,584289.5,,,0,0
3,Male,hhd,2005,Indonesia,0.00219639351253871,0.00220708945925954,0.00220708945925954,0,0,2293524.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2293524.5,,,0,0
9,Male,cmd,2041,Indonesia,0.000329095072663747,0.000573258926267138,0.000571819708419215,0.0001980863273532,1.4392178479232e-06,2462985,,,,,,,,,,,,,,,,,,,,,,,,,8.74260494146542e-06,0.00999580421097394,2462985,,,0,0
42,Male,hstroke,2002,Indonesia,0.00264683284416935,0.00372769737915859,0.00332039338647691,0.0052919367138869,0.000407303992681678,1359004.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000672361283466331,0.114921369304311,1359004.5,,,0,0
4,Female,istroke,2032,Indonesia,0.00066934252374771,0.00082677260532276,0.000825777820386579,0.0003666064653678,9.94784936181117e-07,2322292,,,,,,,,,,,,,,,,,,,,,,,,,5.26331974531013e-05,0.00194829150654294,2322292,,,0,0
65,Female,hstroke,2027,Indonesia,0.00837387387829905,0.0171923906166177,0.0139320797617395,0.00923288566263468,0.00326031085487817,847791.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00365708556162687,0.483110320033645,847791.5,,,0,0
61,Male,ihd,2014,Indonesia,0.0122497385939996,0.0241133093997584,0.0198939066309856,0.0688654582591514,0.00421940276877283,800103,,,,,,,,,,,,,,,,,,,,,,,,,0.00539890722273671,0.0472164358359764,800103,,,0,0
79,Female,hhd,2036,Indonesia,0.0225256695071085,0.0456184688617797,0.0438486750940271,0.0214981616800288,0.00176979376775258,328335,,,,,,,,,,,,,,,,,,,,,,,,,0.00209237942532377,0.141591542336655,328335,,,0,0
79,Female,hhd,2013,Indonesia,0.0242657534426815,0.0488162819817868,0.0470448791522478,0.0211358703307538,0.00177140282953903,273657.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00202342282734585,0.139382892477798,273657.5,,,0,0
67,Female,dm2,2025,Indonesia,0.00933424341929948,0.0190287483815503,0.0176738529287785,0.153948006150356,0.0013548954527718,730291.5,,,,,,,,,,,,,,,,,,,,,,,,,0.011072025106728,0.00860123672187933,730291.5,,,0,0
9,Female,hhd,2008,Indonesia,0.00060435286778227,0.000624044586825961,0.000624044586825961,0,0,2187778.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2187778.5,,,0,0
8,Female,hhd,2033,Indonesia,0.000337299024654098,0.000491470910493677,0.000491470910493677,0,0,2387736,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2387736,,,0,0
34,Male,dm2,2012,Indonesia,0.00194416356105744,0.00253482486252233,0.00249131032286091,0.0403164682504741,4.35145396614247e-05,2051841.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00244701696470357,0.00130628902089783,2051841.5,,,0,0
11,Male,istroke,2018,Indonesia,0.000578559737476551,0.000594683865415778,0.000594137678273476,0.00097384973874674,5.46187142302195e-07,2423990.5,,,,,,,,,,,,,,,,,,,,,,,,,7.4091988166123e-05,0.000788750292767448,2423990.5,,,0,0
3,Male,istroke,2023,Indonesia,0.0010596480713974,0.00128678891258985,0.00128609687602655,0.0003469672826672,6.92036563293592e-07,2414830,,,,,,,,,,,,,,,,,,,,,,,,,5.5338746721403e-05,0.00124843790206809,2414830,,,0,0
24,Female,dm2,2039,Indonesia,0.000820147804146121,0.00120217879773007,0.00119480572537777,0.0166705094814133,7.37307235230311e-06,2130662.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00238978184228873,0.000790402337678954,2130662.5,,,0,0
61,Female,cmd,2019,Indonesia,0.00675468609743966,0.013404175095103,0.0133741272146476,0.0001535923507118,3.00478804553867e-05,1088178,,,,,,,,,,,,,,,,,,,,,,,,,5.76981977861837e-05,0.260782068459209,1088178,,,0,0
42,Male,cmd,2012,Indonesia,0.00267882274979383,0.00411240658717002,0.00408974390438347,0.0002356495737037,2.26626827865506e-05,1782318.5,,,,,,,,,,,,,,,,,,,,,,,,,4.86004489202008e-05,0.102874477257967,1782318.5,,,0,0
89,Female,ihd,2037,Indonesia,0.0548176087122719,0.0997250749091406,0.0872868413715888,0.117088086380231,0.0124382335375518,52438,,,,,,,,,,,,,,,,,,,,,,,,,0.0184734444822966,0.0778992959017168,52438,,,0,0
2,Male,rhd,2033,Indonesia,0.00115398391188154,0.00179360924496256,0.0017919467397514,0.00014743278775275,1.66250521115488e-06,2377304,,,,,,,,,,,,,,,,,,,,,,,,,4.63376021492474e-05,0.00520813557123661,2377304,,,0,0
47,Female,rhd,2036,Indonesia,0.00295161317553246,0.00510657852283932,0.00506680315631485,0.0076040087347646,3.9775366524469e-05,1782531.5,,,,,,,,,,,,,,,,,,,,,,,,,3.25093277364553e-05,0.0046541170913076,1782531.5,,,0,0
33,Male,ihd,2016,Indonesia,0.0017645648480706,0.00230375548713331,0.0020387448857527,0.0088037500686366,0.000265010601380611,2188646.5,,,,,,,,,,,,,,,,,,,,,,,,,0.000780464516203021,0.0352466953791448,2188646.5,,,0,0
36,Female,dm2,2009,Indonesia,0.00167669369135505,0.00218795499167788,0.0021594974975588,0.0383236579225,2.84574941190807e-05,1882678,,,,,,,,,,,,,,,,,,,,,,,,,0.00252440872186104,0.000922353615878103,1882678,,,0,0
94,Male,ihd,2034,Indonesia,0.133484609490422,0.232856619355618,0.194155084479368,0.111672283150214,0.0387015348762499,4224.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0483394741282969,0.214198899763499,4224.5,,,0,0
85,Female,hstroke,2041,Indonesia,0.0380801367922275,0.0732729361820339,0.067084589643485,0.0127485686620406,0.00618834653854889,134361.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00644277136327014,0.270921962885253,134361.5,,,0,0
79,Male,hstroke,2008,Indonesia,0.0421172439695742,0.0776762647991254,0.0699453575108616,0.00925877319716606,0.00773090728826378,158772.5,,,,,,,,,,,,,,,,,,,,,,,,,0.00576491881354773,0.824898860863575,158772.5,,,0,0
