location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows,nm_converged,pct_improvement
Indonesia,Female,Hypertensive heart disease,80-84 years,2051.76813889787,20948.7276834619,1947.76253018226,8074.49996442516,240.030179470513,140.623301732123,2506,32,FALSE,0,FALSE,41.4143246310416
Indonesia,Female,Hypertensive heart disease,85-89 years,1777.83570163612,13832.2835276119,1002.41500060456,4325.84136158087,240.030179470513,140.623301732123,2506,32,FALSE,0,FALSE,41.4143246310416
Indonesia,Female,Hypertensive heart disease,90-94 years,1000.39168366369,5062.92154817554,271.323750043695,2735.65246132376,240.030179470513,140.623301732123,2506,32,FALSE,0,FALSE,41.4143246310416
Indonesia,Female,Hypertensive heart disease,95+ years,548.33842710821,2040.17039252971,602.080740761249,2052.48366714311,240.030179470513,140.623301732123,2506,32,FALSE,0,FALSE,41.4143246310416
Indonesia,Female,Intracerebral hemorrhage,20-24 years,53.6512125284453,1825.86049300198,243.518076546678,1279.22366205452,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,25-29 years,132.188725736813,937.041874166593,150.703569025286,1639.06965221048,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,30-34 years,155.714128270061,1381.3003530582,347.194938821421,6937.04702235683,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,35-39 years,516.67735794487,2605.97650650485,647.25990330169,7138.25058733278,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,40-44 years,438.502979194195,3579.35472196036,1309.52980484678,4394.12880027865,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,45-49 years,878.049401769797,4716.94025705619,2195.22624632937,7703.98337626585,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,50-54 years,1259.2068394063,5008.21109988191,828.708533464054,4224.06870707462,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,55-59 years,2965.58476580752,6925.87149542683,3855.96373777918,2260.53281744731,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,60-64 years,3348.52405440324,7750.98495981021,4611.66887260808,3901.66810395641,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,65-69 years,3630.45590303634,8605.91767982541,4607.77851301519,4668.67117126091,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,70-74 years,5672.06780622845,11296.4868074588,2656.56902616329,4676.5820231074,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,75-79 years,6376.77477390436,12378.8803265373,2685.63072224882,2882.67741993031,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,80-84 years,6086.0141822309,11532.509681036,2556.25086756664,1975.71755824644,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,85-89 years,4188.15705500508,7685.23315660143,1661.22518036448,1183.51342349137,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,90-94 years,2032.76792957279,3215.48907345524,773.735138904248,979.424648256379,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Intracerebral hemorrhage,95+ years,710.020946320532,1137.77801562255,808.172232230271,1349.01651931221,306.165592016634,86.9341189819186,2506,32,TRUE,0,FALSE,71.605522877569
Indonesia,Female,Ischemic heart disease,20-24 years,48.1535910836681,5952.45846541125,309.136414192075,7479.41713779257,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
